Comune,Provincia,Regione,Nome,Tipo,Anno inserimento,Identificatore in OpenStreetMap,Longitudine,Latitudine
Castagneto Carducci,LIVORNO,Toscana,Tomba al Cane,"Monumento commemorativo, sacrario",2012,1942555342,10.6082854,43.1196044
Casteggio,PAVIA,Lombardia,Memoriale Strage Famiglia Cignoli 20 Maggio 1859,"Monumento commemorativo, sacrario",2010,602459872,9.14054,45.0210502999999
Castegnero,VICENZA,Veneto,Monumento ai Caduti,Monumento,2010,715675749,11.5760339,45.4395486
Castegnero,VICENZA,Veneto,Monumento ai Caduti di Castegnero,Monumento,2010,864681384,11.6008534,45.4374366999999
Castel Bolognese,RAVENNA,Emilia-Romagna,Monumento alla Brigata Ebraica,Monumento,2014,2700544033,11.7453818,44.3090588999999
Castel Bolognese,RAVENNA,Emilia-Romagna,Monumento nazionale ai caduti per la bonifica de,Monumento,2014,2688379375,11.7963936999999,44.3155418999999
Castel del Rio,BOLOGNA,Emilia-Romagna,monumento ai partigiani caduti e Palmieri,Monumento,2015,3382101907,11.4433025,44.2383872999999
Castel di Lama,ASCOLI PICENO,Marche,Monumento ai Caduti,"Monumento commemorativo, sacrario",2010,602785425,13.7069622,42.873781
Castel di Lama,ASCOLI PICENO,Marche,Monumento al Colonnello Mario Robert,"Monumento commemorativo, sacrario",2010,602806635,13.7114361,42.8715794
Castel Maggiore,BOLOGNA,Emilia-Romagna,Portale di ingresso delle Piazze,Monumento,2014,2952468836,11.3577276,44.5684084
Castel Maggiore,BOLOGNA,Emilia-Romagna,Monumento ai Caduti,"Monumento commemorativo, sacrario",2009,357300737,11.3444933,44.5831193
Castel Maggiore,BOLOGNA,Emilia-Romagna,Monumento ai caduti di Sabbiuno,"Monumento commemorativo, sacrario",2011,1540659065,11.3898233,44.5781295
Castel San Pietro Romano,ROMA,Lazio,Rocca dei Colonna,Monumento,2011,1417976173,12.8961004,41.8462607
Castelbuono,PALERMO,Sicilia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2013,2333632704,14.0872755,37.9309931
Castelcivita,SALERNO,Campania,Monumemto ai caduti,"Monumento commemorativo, sacrario",2012,1820585991,15.1990213,40.4838097
Castelfidardo,ANCONA,Marche,Monumento nazionale delle Marche,Monumento,2014,2947494339,13.5509685999999,43.4665092999999
Castelfranco Veneto,TREVISO,Veneto,Statua del Giorgione,Monumento,2015,3917294600,11.9270441,45.6729264
Castelfranco Veneto,TREVISO,Veneto,Villa Bolasco,Monumento,2011,1421782129,11.9342937,45.6727356
Castell'Arquato,PIACENZA,Emilia-Romagna,Battistero di Vigolo Marchese,Monumento,2014,2973181517,9.8404151,44.8783918999999
Castell'Arquato,PIACENZA,Emilia-Romagna,"Casa Medievale, Vicolo San Pietro 3",Monumento,2014,2972682227,9.8688678,44.8529875999999
Castell'Arquato,PIACENZA,Emilia-Romagna,Chiesa Collegiata di Santa Maria Assunta,Monumento,2014,2972698986,9.8672424,44.8509670999999
Castell'Arquato,PIACENZA,Emilia-Romagna,Chiesa di San Giovanni Battista di Vigolo Marche,Monumento,2014,2973181515,9.8402437,44.8782209
Castell'Arquato,PIACENZA,Emilia-Romagna,Chiesa di Santo Stefano,Monumento,2014,2972677424,9.8683608,44.8516783
Castell'Arquato,PIACENZA,Emilia-Romagna,Conservatorio Guarnieri Villaggi,Monumento,2014,2972701906,9.8646137,44.849927
Castell'Arquato,PIACENZA,Emilia-Romagna,Ex Chiesa della Santissima Annunciata,Monumento,2014,2972693817,9.86569199999999,44.8497406999999
Castell'Arquato,PIACENZA,Emilia-Romagna,Ex Chiesa della Santissima Trinité,Monumento,2014,2972681747,9.8684654,44.8512448
Castell'Arquato,PIACENZA,Emilia-Romagna,Ex Chiesa di San Giacomo,Monumento,2014,2972682559,9.8692512,44.8526633
Castell'Arquato,PIACENZA,Emilia-Romagna,Ex Chiesa di San Nicolé,Monumento,2014,2972701907,9.8645922,44.8501285999999
Castell'Arquato,PIACENZA,Emilia-Romagna,Fontane del Duca,Monumento,2014,2972646388,9.8687738,44.8522526
Castell'Arquato,PIACENZA,Emilia-Romagna,Mura di Cima,Monumento,2014,2972644532,9.8637352,44.8492991
Castell'Arquato,PIACENZA,Emilia-Romagna,Ospedale Santo Spirito,Monumento,2014,2972685437,9.86797299999999,44.8514518
Castell'Arquato,PIACENZA,Emilia-Romagna,Palazzo del Duca,Monumento,2014,2972649026,9.8685861,44.8522735
Castell'Arquato,PIACENZA,Emilia-Romagna,Palazzo del Podesté,Monumento,2014,2972698980,9.8670466,44.8513056999999
Castell'Arquato,PIACENZA,Emilia-Romagna,Palazzo Grossi,Monumento,2014,2972640127,9.8645145,44.8495903999999
Castell'Arquato,PIACENZA,Emilia-Romagna,Palazzo Stradivari,Monumento,2014,2972683893,9.8682535,44.8518741999999
Castell'Arquato,PIACENZA,Emilia-Romagna,Porta di Monteguzzo,Monumento,2014,2972683213,9.8700023,44.8530208
Castell'Arquato,PIACENZA,Emilia-Romagna,Porta di Sasso,Monumento,2014,2972644477,9.86542369999999,44.8495866
Castell'Arquato,PIACENZA,Emilia-Romagna,Torrione Farnesiano,Monumento,2014,2972646387,9.8689643,44.8521252
Castellammare di Stabia,NAPOLI,Campania,Arco di San Catello,Monumento,2012,1632761612,14.4812236999999,40.6956435999999
Castellammare di Stabia,NAPOLI,Campania,Monumento ai Caduti,Monumento,2012,1632761745,14.4818029999999,40.6960462999999
Castellammare di Stabia,NAPOLI,Campania,Padre Pio,Monumento,2015,3868406734,14.4936054999999,40.7167603999999
Castellammare di Stabia,NAPOLI,Campania,Real Teatro Francesco I,Monumento,2012,1632687949,14.4797226,40.6920936
Castellania,ALESSANDRIA,Piemonte,Fausto e Serse Coppi,"Monumento commemorativo, sacrario",2015,2994441661,8.9302737,44.7992982
Castelleone di Suasa,ANCONA,Marche,Monumento ai Caduti,Monumento,2008,261626872,12.9764002,43.6072265
Castello Cabiaglio,VARESE,Lombardia,Madonnina,Monumento,2014,2697801357,8.7718589,45.8683162
Castello Cabiaglio,VARESE,Lombardia,Salvatore Furia,"Monumento commemorativo, sacrario",2014,2697801358,8.77020669999999,45.8684944999999
Castello di Godego,TREVISO,Veneto,Barco Mocenigo,Monumento,2011,1416427278,11.8808159999999,45.6935873999999
Castello di Godego,TREVISO,Veneto,Villa Enrico di Sardagna,Monumento,2011,1416427335,11.8742929,45.6944865999999
Castello Tesino,TRENTO,Trentino-Alto Adige,Memoriale Don Italo Girardi,Monumento,2015,3686101725,11.6356115,46.1512012
Castelmagno,CUNEO,Piemonte,Madonna,Monumento,2012,1779696778,7.1705876,44.4020177
Castelnovo Ne' Monti,REGGIO EMILIA,Emilia-Romagna,Monumento Battaglia Sparavalle,"Monumento commemorativo, sacrario",2015,3711620713,10.3470850999999,44.4129764999999
Castelnuovo Berardenga,SIENA,Toscana,Certosa di Pontignano,Monumento,2012,2046517441,11.359515,43.3692256
Castelnuovo Berardenga,SIENA,Toscana,Piramide di Montaperti,"Monumento commemorativo, sacrario",2011,496114549,11.4394791,43.3153109
Castelnuovo della Daunia,FOGGIA,Puglia,Monumento a Luigi Zuppetta,Monumento,2013,2333015781,15.1198435999999,41.581519
Castelnuovo della Daunia,FOGGIA,Puglia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2013,601180716,15.1186899,41.5829252999999
Castelnuovo Rangone,MODENA,Emilia-Romagna,Monumento al maiale,"Monumento commemorativo, sacrario",2013,2405129553,10.9398263999999,44.5488574
Castelplanio,ANCONA,Marche,Monumento ai Caduti,Monumento,2013,2461480556,13.0817098,43.4940282999999
Castelseprio,VARESE,Lombardia,Tomba di Renato Bazzoni,"Monumento commemorativo, sacrario",2015,3568841795,8.8633024,45.7295959
Castelvetrano,TRAPANI,Sicilia,Monumento all'olivicultore Il Sicano,Monumento,2009,465242664,12.8102784,37.6617803999999
Castelvetrano,TRAPANI,Sicilia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2014,3253851849,12.7957275999999,37.6832536
Castiglion Fiorentino,AREZZO,Toscana,Carro Armato,Monumento,2014,2882942054,11.922217,43.3441394999999
Castiglione del Lago,PERUGIA,Umbria,Monumento ai Caduti,"Monumento commemorativo, sacrario",2011,1411710430,12.0498966,43.0758226
Castiglione della Pescaia,GROSSETO,Toscana,Monumento ai Caduti,"Monumento commemorativo, sacrario",2010,742387445,10.8802369999999,42.7620799999999
Castione della Presolana,BERGAMO,Lombardia,L'Puntasel,Monumento,2014,2440943966,10.0334803,45.9185372
Castions di Strada,UDINE,Friuli-Venezia Giulia,Colonna dell'Immacolata Concezione,Monumento,2014,2693190895,13.1834218,45.9082275
Castions di Strada,UDINE,Friuli-Venezia Giulia,Colonna di San Pellegrino,Monumento,2014,2693195132,13.2123027,45.9051201999999
Casto,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,2149734666,10.2924285999999,45.6857884
Casto,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,2149734670,10.3189408,45.6947914
Casto,BRESCIA,Lombardia,Flavio Freddi,"Monumento commemorativo, sacrario",2015,3273774920,10.3135914999999,45.718063
Casto,BRESCIA,Lombardia,Ghidini Narciso e Zubani Faustino,"Monumento commemorativo, sacrario",2015,3514666620,10.2890029,45.6619687999999
Castrignano del Capo,LECCE,Puglia,Benedetto XVI,"Monumento commemorativo, sacrario",2015,3094324819,18.3686873999999,39.7963846999999
Castro,LECCE,Puglia,Cappella della Folgore,"Monumento commemorativo, sacrario",2013,255750445,18.4296185,40.0004233
Catania,CATANIA,Sicilia,Arco di San Benedetto,Monumento,2011,1281247742,15.084757,37.503399
Catania,CATANIA,Sicilia,Carcere di Sant'Agata,Monumento,2011,1294657986,15.0841525999999,37.5071246999999
Catania,CATANIA,Sicilia,Casa di Loreto,Monumento,2011,1281218328,15.0818461999999,37.5005335999999
Catania,CATANIA,Sicilia,Cucine dei Benedettini,Monumento,2011,1282897532,15.0790639,37.5048075999999
Catania,CATANIA,Sicilia,Cucine Rinascimentali,Monumento,2011,1282912092,15.0786321,37.5039181
Catania,CATANIA,Sicilia,Fontana dei Sette Canali,Monumento,2011,1281268111,15.0871409,37.5019338
Catania,CATANIA,Sicilia,Ipogeo Romano,Monumento,2011,1282965326,15.0800795999999,37.5136066
Catania,CATANIA,Sicilia,La Statua,Monumento,2011,579295426,15.0960405,37.5036953999999
Catania,CATANIA,Sicilia,Mausoleo della Leucatia,Monumento,2015,3820149077,15.0887002999999,37.5406174
Catania,CATANIA,Sicilia,Monumento a Vincenzo Bellini,Monumento,2015,277200635,15.0866468,37.5075159
Catania,CATANIA,Sicilia,Museo Emilio Greco,Monumento,2014,1637469674,15.084156,37.5027636
Catania,CATANIA,Sicilia,Porta di Carlo V (gié dei Canali),Monumento,2011,1281268114,15.0869666,37.5015018
Catania,CATANIA,Sicilia,Ratto di Proserpina,Monumento,2015,3611749176,15.0987203,37.5064198999999
Catania,CATANIA,Sicilia,Sala Vaccarini,Monumento,2011,1282897574,15.0793271,37.5051346999999
Catania,CATANIA,Sicilia,Santa Maria della Rotonda,Monumento,2013,1281221114,15.0827586,37.5041427
Catania,CATANIA,Sicilia,statua della Madonna di Ognina,Monumento,2015,3367907658,15.1148802999999,37.5304781
Catania,CATANIA,Sicilia,Statua di Giuseppe Garibaldi,Monumento,2010,305406163,15.0854016,37.5111885999999
Catania,CATANIA,Sicilia,Terme Achilliane,Monumento,2011,1281268118,15.0875996,37.5022082999999
Catania,CATANIA,Sicilia,Velivolo MB326,Monumento,2010,919802722,15.0751529,37.4742384999999
Catania,CATANIA,Sicilia,English Second World War Memorial,"Monumento commemorativo, sacrario",2013,2247134764,15.0653913999999,37.4150842
Catania,CATANIA,Sicilia,English Second World War Memorial,"Monumento commemorativo, sacrario",2013,651273289,15.0653206999999,37.4021836
Catania,CATANIA,Sicilia,Monumento ai Caduti del Mare,"Monumento commemorativo, sacrario",2015,393507449,15.1048419,37.5146519999999
Catania,CATANIA,Sicilia,Monumento al cardinale Dusmet,"Monumento commemorativo, sacrario",2014,300407002,15.0846331,37.5027675999999
Catanzaro,CATANZARO,Calabria,Monumento ai Caduti,Monumento,2014,3170892924,16.5877854999999,38.9107058
Catanzaro,CATANZARO,Calabria,Monumento ai Caduti del Mare,Monumento,2014,2825884627,16.6135893999999,38.8191361
Catanzaro,CATANZARO,Calabria,Monumento ai Caduti della Guerra,Monumento,2015,2825884636,16.6142489,38.8215319999999
Catenanuova,ENNA,Sicilia,Monumento ai Caduti,Monumento,2014,2659306239,14.6900441,37.5671263999999
Cattolica,RIMINI,Emilia-Romagna,Monumento alla Pace,Monumento,2013,2489750685,12.744191,43.9635687999999
Cattolica,RIMINI,Emilia-Romagna,Monumento alla Pace,Monumento,2013,2489750685,12.744191,43.9635687999999
Cava de' Tirreni,SALERNO,Campania,Monumento ai Caduti di tutte le guerre,"Monumento commemorativo, sacrario",2012,1783518104,14.7064170999999,40.7002438
Cavalese,TRENTO,Trentino-Alto Adige,Luogo di nascita di Giovanni Antonio Scopoli,"Monumento commemorativo, sacrario",2011,859560024,11.4605862999999,46.2910507
Cavarzere,VENEZIA,Veneto,Colonna Marciana,Monumento,2013,2422177364,12.0836912,45.1366911
Cavarzere,VENEZIA,Veneto,Monumento ai Bersaglieri,Monumento,2013,2421900450,12.0834998,45.134754
Cavasso Nuovo,PORDENONE,Friuli-Venezia Giulia,Monumento ai Caduti,Monumento,2011,1431010027,12.7685417999999,46.1940468999999
Cavedine,TRENTO,Trentino-Alto Adige,chiesetta,Monumento,2014,2794098225,10.9729346,45.9959665
Cazzago Brabbia,VARESE,Lombardia,In memoria del cimitero vecchio di Cazzago Brabb,"Monumento commemorativo, sacrario",2011,1318781662,8.7294756,45.7983261999999
Cedegolo,BRESCIA,Lombardia,Cimitero della Guerra,"Monumento commemorativo, sacrario",2009,456042243,10.4158089999999,46.0652759
Cefalu',PALERMO,Sicilia,Monumento ai Caduti,Monumento,2013,2573426652,14.0213363999999,38.0351572
Ceglie Messapica,BRINDISI,Puglia,Calvario,Monumento,2015,3441007007,17.5182779999999,40.6443554
Ceglie Messapica,BRINDISI,Puglia,Statua San Francesco d'Assisi,Monumento,2015,3447061403,17.5181006,40.6443341
Ceglie Messapica,BRINDISI,Puglia,Statua San Pio da Pietralcina,Monumento,2015,3887338921,17.5103240999999,40.6482657999999
Ceglie Messapica,BRINDISI,Puglia,Statua Sant'Antonio,Monumento,2015,3749743724,17.5157598999999,40.6470411
Ceglie Messapica,BRINDISI,Puglia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2015,2122333454,17.5138150999999,40.6473826
Ceglie Messapica,BRINDISI,Puglia,Statua San Paolo della Croce,"Monumento commemorativo, sacrario",2015,3422260217,17.5186941,40.6403891
Cellatica,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,2793759717,10.1801718,45.5843039
Cellatica,BRESCIA,Lombardia,Riva Vittorio,"Monumento commemorativo, sacrario",2015,3884092331,10.1931531,45.5893206
Celle di Bulgheria,SALERNO,Campania,Casa del Canonico Antonio Maria De Luca,Monumento,2012,1704137785,15.4049564,40.0945824
Celle di Bulgheria,SALERNO,Campania,Monumento ai caduti in guerra,"Monumento commemorativo, sacrario",2012,1711474362,15.4040693,40.0959647
Celle di Bulgheria,SALERNO,Campania,Padre Pio,"Monumento commemorativo, sacrario",2012,1968608082,15.3789677,40.0947931999999
Cellino San Marco,BRINDISI,Puglia,Monumento ai Caduti,Monumento,2015,3405249978,17.9651953999999,40.4719415
Centallo,CUNEO,Piemonte,Eroi Alpini,Monumento,2012,1730573258,7.5848171,44.4988735
Centallo,CUNEO,Piemonte,G. B. Michelini,"Monumento commemorativo, sacrario",2012,1730573265,7.585715,44.4994471999999
Ceranesi,GENOVA,Liguria,Lapide partigiana Giuseppe Gallesi,"Monumento commemorativo, sacrario",2016,3953789383,8.81793309999999,44.5167452
Ceres,TORINO,Piemonte,Ai Caduti,"Monumento commemorativo, sacrario",2012,1757226333,7.3888617,45.3155542
Ceres,TORINO,Piemonte,Ai partigiani,"Monumento commemorativo, sacrario",2012,1757228578,7.3973498,45.3039159
Cerete,BERGAMO,Lombardia,Cappella Marinoni,Monumento,2012,1801497859,9.9954103,45.8671547
Cerete,BERGAMO,Lombardia,Santuario,Monumento,2012,1801554721,9.99104099999999,45.8741972999999
Cerignola,FOGGIA,Puglia,Arco della Rimembranza,Monumento,2009,412741608,15.9032690999999,41.2628683
Cerignola,FOGGIA,Puglia,Mons. Palladino,Monumento,2011,1542016623,15.8967974,41.2634364
Cerignola,FOGGIA,Puglia,San Francesco d'Assisi,Monumento,2010,649113344,15.9079476,41.2639172
Cerignola,FOGGIA,Puglia,San Gerardo,Monumento,2010,1061541050,15.8971476,41.2670827999999
Cermenate,COMO,Lombardia,Statua della Madonna,"Monumento commemorativo, sacrario",2014,1982897150,9.0780831,45.6956411
Cermenate,COMO,Lombardia,Statua di Padre Pio,"Monumento commemorativo, sacrario",2010,711758381,9.0774948,45.6968679
Cernusco sul Naviglio,MILANO,Lombardia,Baco da Seta,Monumento,2015,2960920462,9.3293707,45.5237814999999
Cernusco sul Naviglio,MILANO,Lombardia,Bruco,Monumento,2014,2960920463,9.3282849,45.5251383
Cernusco sul Naviglio,MILANO,Lombardia,Tuba Mirum,Monumento,2015,2497655138,9.333161,45.5247499999999
Cernusco sul Naviglio,MILANO,Lombardia,Monumento in Ricordo dei Partigiani Uccisi Ribol,"Monumento commemorativo, sacrario",2015,2223187797,9.3309693,45.5195799999999
Cerreto Laziale,ROMA,Lazio,MiddleAges Tower,Monumento,2012,1834798374,12.98269,41.9451477
Certaldo,FIRENZE,Toscana,Statua di Giovanni Boccaccio,Monumento,2012,1865559457,11.0410343,43.5477896
Cervarese Santa Croce,PADOVA,Veneto,Monumento ai caduti di un bombardamento della Se,"Monumento commemorativo, sacrario",2012,1493224781,11.7050383,45.3788713
Cervarese Santa Croce,PADOVA,Veneto,Statua di Sant'Antonio da Padova,"Monumento commemorativo, sacrario",2012,1721470340,11.7064980999999,45.3765173999999
Cervinara,AVELLINO,Campania,Monumento ai Caduti,"Monumento commemorativo, sacrario",2013,2380688283,14.6131662,41.0212380999999
Cervinara,AVELLINO,Campania,Statua di Gesé di Nazaret,"Monumento commemorativo, sacrario",2014,2744903151,14.5988285999999,41.0191902999999
Cesano Maderno,MONZA E DELLA BRIANZA,Lombardia,Arco,Monumento,2015,3615486137,9.1646405,45.6324085999999
Cesaro',MESSINA,Sicilia,Cristo della Montagna,Monumento,2015,3362085372,14.7197489,37.8435588999999
Challand-Saint-Anselme,AOSTA,Valle d'Aosta,Monumento ai Caduti,Monumento,2012,1802417656,7.7356723,45.7155691
Challand-Saint-Anselme,AOSTA,Valle d'Aosta,Monumento ai Caduti,Monumento,2013,1802417657,7.7367603,45.7162091
Challand-Saint-Anselme,AOSTA,Valle d'Aosta,Ai martiri per la liberté,"Monumento commemorativo, sacrario",2012,1818704686,7.7489721,45.7198387999999
Challand-Saint-Anselme,AOSTA,Valle d'Aosta,Bonin Angelo,"Monumento commemorativo, sacrario",2013,1341205266,7.7586101,45.715339
Challand-Saint-Anselme,AOSTA,Valle d'Aosta,Dufour Annetta 1923-1944,"Monumento commemorativo, sacrario",2013,1323398286,7.7713818,45.7147828
Challand-Saint-Anselme,AOSTA,Valle d'Aosta,Muraro Ottorino 176^ Brg Garibaldi,"Monumento commemorativo, sacrario",2015,3623579686,7.7415564,45.7206599
Challand-Saint-Anselme,AOSTA,Valle d'Aosta,On. Dott. Alfonso Farinet,"Monumento commemorativo, sacrario",2013,2452033768,7.7360048,45.715704
Challand-Saint-Anselme,AOSTA,Valle d'Aosta,Targa a ricordo della costruzione della strada p,"Monumento commemorativo, sacrario",2013,2222121504,7.7369856,45.7167516
Challand-Saint-Victor,AOSTA,Valle d'Aosta,Stambecco,Monumento,2015,3724861536,7.7102414,45.6875391
Challand-Saint-Victor,AOSTA,Valle d'Aosta,Challand S.V. ai suoi caduti,"Monumento commemorativo, sacrario",2012,1885091084,7.7062908,45.6897481
Champorcher,AOSTA,Valle d'Aosta,Pierino Danna 1943-1999,"Monumento commemorativo, sacrario",2012,1919170280,7.5444287,45.6142582
Chatillon,AOSTA,Valle d'Aosta,Monte Cervino,Monumento,2012,1855365167,7.6048042,45.7484658999999
Chatillon,AOSTA,Valle d'Aosta,Torre di Conoz XIV sec,Monumento,2015,3022544265,7.61077,45.7535128
Chatillon,AOSTA,Valle d'Aosta,Hans Marguerettaz,"Monumento commemorativo, sacrario",2012,1841080393,7.6451972,45.8125611
Chatillon,AOSTA,Valle d'Aosta,Morts pour la liberté,"Monumento commemorativo, sacrario",2013,2515256448,7.587058,45.7455882
Chatillon,AOSTA,Valle d'Aosta,"Sara Chasseur, 1969-2003","Monumento commemorativo, sacrario",2012,1966713450,7.6595998,45.7998011999999
Chiaramonte Gulfi,RAGUSA,Sicilia,Arco dell'Annunziata,Monumento,2015,3826698633,14.7037486,37.0302832
Chiavari,GENOVA,Liguria,Statua di Mazzini,Monumento,2015,3610446820,9.3245384,44.3173049
Chies d'Alpago,BELLUNO,Veneto,Monumento ai Caduti,Monumento,2012,1868690887,12.3927498,46.1653166999999
Chiesina Uzzanese,PISTOIA,Toscana,Monumento ai Caduti,Monumento,2015,3350521201,10.7192493,43.8389285
Chiesina Uzzanese,PISTOIA,Toscana,Ricordo del Grande Giubileo del 2000,Monumento,2015,3360551016,10.718878,43.8392601999999
